"Airport1","Airport2","Jaccard","Overlap","Cosine"
"EVV","TRI","0.5555555555555556","1.0","0.7453559924999299"
"EVV","CMI","0.4444444444444444","1.0","0.6666666666666666"
"XNA","CID","0.6","1.0","0.7745966692414833"
"FAY","AGS","0.5","1.0","0.7071067811865476"
"FLG","BFL","0.14285714285714285","1.0","0.3779644730092272"
"EUG","RDM","1.0","1.0","0.9999999999999998"
"EKO","LWS","0.5","1.0","0.7071067811865475"
"EKO","BTM","0.5","1.0","0.7071067811865475"
"DRO","BPT","0.5","1.0","0.7071067811865475"
"EAU","PAH","0.5","1.0","0.7071067811865475"
"EAU","DBQ","0.5","1.0","0.7071067811865475"
"EAU","ART","0.5","1.0","0.7071067811865475"
"EAU","STC","0.5","1.0","0.7071067811865475"
"EAU","MKG","0.5","1.0","0.7071067811865475"
"IPL","IYK","0.3333333333333333","1.0","0.5773502691896258"
"IPL","OXR","0.3333333333333333","1.0","0.5773502691896258"
"IPL","CLD","0.3333333333333333","1.0","0.5773502691896258"
"DHN","ABY","1.0","1.0","1.0"
"DVL","AZA","0.5","1.0","0.7071067811865475"
"DVL","PUB","0.5","1.0","0.7071067811865475"
"DVL","LAR","0.5","1.0","0.7071067811865475"
"DIK","BJI","0.5","1.0","0.7071067811865475"
"DLG","ADK","0.5","1.0","0.7071067811865475"
"DLG","DUT","0.5","1.0","0.7071067811865475"
"DLG","KSM","0.5","1.0","0.7071067811865475"
"DLG","ADQ","0.5","1.0","0.7071067811865475"
"DLG","BET","0.5","1.0","0.7071067811865475"
"DLG","AKN","0.25","0.5","0.40824829046386296"
"STX","OAJ","0.3333333333333333","1.0","0.5773502691896258"
"CHA","TRI","0.7142857142857143","1.0","0.8451542547285165"
"CHA","CMI","0.5714285714285714","1.0","0.7559289460184544"
"CYS","BPT","0.5","1.0","0.7071067811865475"
"CHO","CRW","0.46153846153846156","1.0","0.6793662204867575"
"CLL","BPT","1.0","1.0","0.9999999999999998"
"CLL","ABI","1.0","1.0","0.9999999999999998"
"FLO","ABY","1.0","1.0","1.0"
"GTR","PFN","0.75","1.0","0.8660254037844387"
"CDV","ADK","0.5","1.0","0.7071067811865475"
"CDV","DUT","0.5","1.0","0.7071067811865475"
"CDV","KSM","0.5","1.0","0.7071067811865475"
"CDV","ADQ","0.5","1.0","0.7071067811865475"
"CDV","BET","0.5","1.0","0.7071067811865475"
"CDV","OTZ","0.3333333333333333","0.5","0.4999999999999999"
"CDV","JNU","0.25","1.0","0.4999999999999999"
"CDV","AKN","0.25","0.5","0.40824829046386296"
"CRP","BPT","0.5","1.0","0.7071067811865475"
"CRP","ABI","0.5","1.0","0.7071067811865475"
"CEC","ACV","0.4","0.6666666666666666","0.5773502691896258"
"CEC","CIC","0.3333333333333333","1.0","0.5773502691896258"
"CEC","RDD","0.3333333333333333","1.0","0.5773502691896258"
"CEC","MOD","0.3333333333333333","1.0","0.5773502691896258"
"SCC","BRW","0.5","0.6666666666666666","0.6666666666666667"
"SCC","KSM","0.3333333333333333","1.0","0.5773502691896258"
"SCC","ADQ","0.3333333333333333","1.0","0.5773502691896258"
"SCC","ADK","0.3333333333333333","1.0","0.5773502691896258"
"SCC","DUT","0.3333333333333333","1.0","0.5773502691896258"
"SCC","BET","0.3333333333333333","1.0","0.5773502691896258"
"DRT","BPT","0.5","1.0","0.7071067811865475"
"UTM","ABY","1.0","1.0","1.0"
"SPN","HNL","0.02857142857142857","1.0","0.1690308509457033"
